Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon"
Asad Gate,"23.76003967622698, 90.37302587587926",Elephant Road,"23.739201420708195, 90.3871715084171"
Asad Gate,"23.76003967622698, 90.37302587587926",New Eskaton,"23.74718832521819, 90.39926359648726"
Asad Gate,"23.76003967622698, 90.37302587587926",Evercare Hospital,"23.810482241984165, 90.43129699095799"
Asad Gate,"23.76003967622698, 90.37302587587926",Fakirapool,"23.732659171031635, 90.41697754122195"
Asad Gate,"23.76003967622698, 90.37302587587926",Farmgate,"23.756173521829375, 90.38704401820739"
Asad Gate,"23.76003967622698, 90.37302587587926",Fullar Road,"23.73073816057924, 90.39176972190907"
Asad Gate,"23.76003967622698, 90.37302587587926",Gabtoli,"23.78375365953661, 90.34394491819548"
Asad Gate,"23.76003967622698, 90.37302587587926",Gandaria,"23.702360538127046, 90.42634796579934"
Asad Gate,"23.76003967622698, 90.37302587587926",Gausia Market,"23.734500093179562, 90.38484896905942"
Asad Gate,"23.76003967622698, 90.37302587587926",Golapbagh,"23.718521712715287, 90.42874810241406"
Asad Gate,"23.76003967622698, 90.37302587587926",Green Road,"23.74918962367928, 90.38642243725327"
Asad Gate,"23.76003967622698, 90.37302587587926",Gulshan 1,"23.782041809012444, 90.41583890444907"
Asad Gate,"23.76003967622698, 90.37302587587926",Gulshan 2,"23.79478879910383, 90.41424260763533"
Asad Gate,"23.76003967622698, 90.37302587587926",Gulshan Lake Park,"23.801626689033203, 90.40980846609096"
Asad Gate,"23.76003967622698, 90.37302587587926",Hatirjheel,"23.76902204182111, 90.42262363725398"
Asad Gate,"23.76003967622698, 90.37302587587926",Hazaribagh,"23.736152277002102, 90.36290984047166"
Asad Gate,"23.76003967622698, 90.37302587587926",High Court area,"23.73090866273321, 90.40338923639176"
Asad Gate,"23.76003967622698, 90.37302587587926",Holy Family Red Crescent Hospital,"23.746813031560038, 90.40315885286346"
Asad Gate,"23.76003967622698, 90.37302587587926",Hoseni Dalan,"23.722583647017565, 90.39810674095497"
Asad Gate,"23.76003967622698, 90.37302587587926",House Building,"23.87444587344512, 90.40013415260117"
Asad Gate,"23.76003967622698, 90.37302587587926",Ibrahimpur,"23.79430766996591, 90.38366581364772"
Asad Gate,"23.76003967622698, 90.37302587587926",International Convention City Bashundhara,"23.827936177940952, 90.42690580868668"
Asad Gate,"23.76003967622698, 90.37302587587926",Islampur,"23.71111601031198, 90.4054698660879"
Asad Gate,"23.76003967622698, 90.37302587587926",Ittefaq Mor,"23.721547707395114, 90.42111636584217"
Asad Gate,"23.76003967622698, 90.37302587587926",Jagannath University,"23.708881117200264, 90.41038871597911"
Asad Gate,"23.76003967622698, 90.37302587587926",Jamuna Future Park,"23.81379627952912, 90.42422856609141"
Asad Gate,"23.76003967622698, 90.37302587587926",Japan Garden City,"23.764672297272995, 90.35849825973594"
Asad Gate,"23.76003967622698, 90.37302587587926",Jashimuddin,"23.861451280586365, 90.39561934572605"
Asad Gate,"23.76003967622698, 90.37302587587926",Jatrabari,"23.711063418981738, 90.43385801072442"
Asad Gate,"23.76003967622698, 90.37302587587926",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546"
Asad Gate,"23.76003967622698, 90.37302587587926",Joar Shahara,"23.816926903931567, 90.41893947305115"
Asad Gate,"23.76003967622698, 90.37302587587926",Jolshiri,"23.81007584228034, 90.49972692490695"
Asad Gate,"23.76003967622698, 90.37302587587926",Jurain,"23.687962263046284, 90.44262322792174"
Asad Gate,"23.76003967622698, 90.37302587587926",Kachpur,"23.705897322044212, 90.5213581626828"
Asad Gate,"23.76003967622698, 90.37302587587926",Kakrail,"23.7387925105459, 90.40645995663675"
Asad Gate,"23.76003967622698, 90.37302587587926",Kalabagan,"23.74959719710081, 90.3830759033639"
Asad Gate,"23.76003967622698, 90.37302587587926",Kallyanpur,"23.782258253681352, 90.35961198040336"
Asad Gate,"23.76003967622698, 90.37302587587926",Kalshi,"23.823541313441375, 90.37015398606336"
Asad Gate,"23.76003967622698, 90.37302587587926",Kamal Ataturk,"23.794078210371698, 90.40521536212151"
Asad Gate,"23.76003967622698, 90.37302587587926",Kamalapur,"23.733821343489772, 90.42606349885396"
Asad Gate,"23.76003967622698, 90.37302587587926",Kamrangirchar,"23.717770186971897, 90.36671103349613"
Asad Gate,"23.76003967622698, 90.37302587587926",Kawla,"23.845905008479725, 90.42007168933524"
Asad Gate,"23.76003967622698, 90.37302587587926",Karwan Bazar,"23.75238303755729, 90.39412694572513"
Asad Gate,"23.76003967622698, 90.37302587587926",Katabon,"23.737077270043894, 90.3872181292236"
Asad Gate,"23.76003967622698, 90.37302587587926",Kazipara,"23.80025882562028, 90.37172893669218"
Asad Gate,"23.76003967622698, 90.37302587587926",Keraniganj,"23.701260609497933, 90.39758820710036"
Asad Gate,"23.76003967622698, 90.37302587587926",Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523"
Asad Gate,"23.76003967622698, 90.37302587587926",Khilgaon,"23.75084886751309, 90.42072538370277"
Asad Gate,"23.76003967622698, 90.37302587587926",Khilkhet,"23.831595302049916, 90.42442916348189"
Asad Gate,"23.76003967622698, 90.37302587587926",Kochukhet,"23.793829172704154, 90.3899307599325"
Asad Gate,"23.76003967622698, 90.37302587587926",Kuril,"23.819103914136477, 90.42182338455416"
Asad Gate,"23.76003967622698, 90.37302587587926",Kuril Flyover,"23.82144157155741, 90.4192998630174"
Asad Gate,"23.76003967622698, 90.37302587587926",Kurmitola,"23.849581476455512, 90.40692877671945"
Asad Gate,"23.76003967622698, 90.37302587587926",Labaid Gulshan,"23.79568677446299, 90.41290757246027"
Asad Gate,"23.76003967622698, 90.37302587587926",Lalbagh,"23.718285441137922, 90.38666292370905"
Asad Gate,"23.76003967622698, 90.37302587587926",Lalbagh Fort,"23.719076575141052, 90.38811667958046"
Asad Gate,"23.76003967622698, 90.37302587587926",Lalmatia,"23.756310855321406, 90.36826726840225"
Asad Gate,"23.76003967622698, 90.37302587587926",Le Meridian,"23.836505783720128, 90.41820316827958"
Asad Gate,"23.76003967622698, 90.37302587587926",Linked Road,"23.74588618408847, 90.39368209492494"
Asad Gate,"23.76003967622698, 90.37302587587926",Madani Avenue,"23.796522119458537, 90.41892630380953"
Asad Gate,"23.76003967622698, 90.37302587587926",Malibagh,"23.748206666885658, 90.41264211577844"
Asad Gate,"23.76003967622698, 90.37302587587926",Manikdi,"23.82593570985342, 90.39192385561175"
Asad Gate,"23.76003967622698, 90.37302587587926",Maniknagar,"23.72485081206341, 90.43458203803982"
Asad Gate,"23.76003967622698, 90.37302587587926",Matikata,"23.820603531946713, 90.3904670372557"
Asad Gate,"23.76003967622698, 90.37302587587926",Matuail,"23.705993968841632, 90.462391270285"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur 1,"23.799924575462516, 90.35540223205751"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur 10,"23.80719467382045, 90.36908602159754"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur 11,"23.818240932283558, 90.36712425455856"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur 12,"23.82880505133161, 90.36427498908792"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur 13,"23.81020599380865, 90.37763021591611"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur 14,"23.798882729366266, 90.38675997138121"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur 2,"23.807688826153495, 90.35653333865862"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur 6,"23.813477192366605, 90.3627958992709"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur Cantonment,"23.837133408249617, 90.36306303096637"
Asad Gate,"23.76003967622698, 90.37302587587926",Mirpur DOHS,"23.836393407300772, 90.36762887451556"
Asad Gate,"23.76003967622698, 90.37302587587926",Mitford Hospital,"23.710241130066684, 90.40146387971537"
Asad Gate,"23.76003967622698, 90.37302587587926",Moghbazar,"23.749429419450692, 90.40863148744401"
Asad Gate,"23.76003967622698, 90.37302587587926",Mohakhali,"23.777854677596434, 90.40604839490996"
Asad Gate,"23.76003967622698, 90.37302587587926",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783"
Asad Gate,"23.76003967622698, 90.37302587587926",Mohakhali DOHS,"23.78278751597978, 90.39544927255388"
Asad Gate,"23.76003967622698, 90.37302587587926",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746"
Asad Gate,"23.76003967622698, 90.37302587587926",Mohammadpur,"23.7663733521534, 90.35838993349377"
Asad Gate,"23.76003967622698, 90.37302587587926",Mohanogor Project,"23.76520526494669, 90.41386759492562"
Asad Gate,"23.76003967622698, 90.37302587587926",Monipuripara,"23.761551705506246, 90.38597592588681"
Asad Gate,"23.76003967622698, 90.37302587587926",Motijheel,"23.73295803071134, 90.41707926909248"
Asad Gate,"23.76003967622698, 90.37302587587926",Nabinagar Housing,"23.75914645303138, 90.34560142302898"
Asad Gate,"23.76003967622698, 90.37302587587926",Nakhalpara,"23.770702222003415, 90.39587895540527"
Asad Gate,"23.76003967622698, 90.37302587587926",Narinda,"23.710683127844753, 90.4205271484302"
Asad Gate,"23.76003967622698, 90.37302587587926",National Parliament House,"23.781019112967787, 90.37248560043007"
Asad Gate,"23.76003967622698, 90.37302587587926",National Zoo,"23.812385215219862, 90.34698481856312"
Asad Gate,"23.76003967622698, 90.37302587587926",Naya Paltan,"23.73459027801036, 90.41371487931436"
Asad Gate,"23.76003967622698, 90.37302587587926",Nayabazar,"23.714576772747364, 90.40403403484302"
Asad Gate,"23.76003967622698, 90.37302587587926",Neela Market,"23.834332197507432, 90.48479783910751"
Asad Gate,"23.76003967622698, 90.37302587587926",New market,"23.733306698256296, 90.38374538295768"
Asad Gate,"23.76003967622698, 90.37302587587926",Niketan,"23.773793555853857, 90.41078375783205"
Asad Gate,"23.76003967622698, 90.37302587587926",Nikunja 1,"23.8236800918188, 90.41841129675434"
Asad Gate,"23.76003967622698, 90.37302587587926",Nikunja 2,"23.83279861213574, 90.4167626340228"
Asad Gate,"23.76003967622698, 90.37302587587926",Nilkhet,"23.733133076092567, 90.3850766157467"
Asad Gate,"23.76003967622698, 90.37302587587926",Nondipara,"23.74890023609504, 90.4516215631702"
Asad Gate,"23.76003967622698, 90.37302587587926",Noor jahan Road,"23.760621916497936, 90.36176280206402"
Asad Gate,"23.76003967622698, 90.37302587587926",North South University,"23.815277538796973, 90.42547076424017"
Asad Gate,"23.76003967622698, 90.37302587587926",Notun Bazar,"23.79749348795045, 90.4237139801499"
Asad Gate,"23.76003967622698, 90.37302587587926",Nurer Chala,"23.79698754317488, 90.43246902253573"
Asad Gate,"23.76003967622698, 90.37302587587926",Osmani Udyan,"23.726089169424984, 90.40874238698586"
Asad Gate,"23.76003967622698, 90.37302587587926",Paikpara,"23.788177611156954, 90.35952730098612"
Asad Gate,"23.76003967622698, 90.37302587587926",South Paikpara,"23.78462149665584, 90.36446150123909"
Asad Gate,"23.76003967622698, 90.37302587587926",Middle Paikpara,"23.790614891870728, 90.35924347530785"
Asad Gate,"23.76003967622698, 90.37302587587926",Pallabi,"23.82844698990871, 90.36095211527795"
Asad Gate,"23.76003967622698, 90.37302587587926",PG Hospital,"23.73895782109403, 90.39362466608887"
Asad Gate,"23.76003967622698, 90.37302587587926",Pink City,"23.83108145334089, 90.46282734754803"
Asad Gate,"23.76003967622698, 90.37302587587926",Police Plaza,"23.774242477535278, 90.41598794811036"
Asad Gate,"23.76003967622698, 90.37302587587926",Postogola,"23.693064987141877, 90.43013918400378"
Asad Gate,"23.76003967622698, 90.37302587587926",Press Club,"23.709590036781186, 90.42796922218056"
Asad Gate,"23.76003967622698, 90.37302587587926",Puran Dhaka,"23.722455864933664, 90.38776863791101"
Asad Gate,"23.76003967622698, 90.37302587587926",Purbachal,"23.8556826980268, 90.50487366755176"
Asad Gate,"23.76003967622698, 90.37302587587926",Rajlokkhi Complex,"23.864407298736335, 90.399736694929"
Asad Gate,"23.76003967622698, 90.37302587587926",Rajuk Trade Center,"23.829675820274574, 90.41942160842014"
Asad Gate,"23.76003967622698, 90.37302587587926",Ramna,"23.73741269764707, 90.40144483378396"
Asad Gate,"23.76003967622698, 90.37302587587926",Rampura,"23.760873486392178, 90.42061036978188"
Asad Gate,"23.76003967622698, 90.37302587587926",Rayer bazar,"23.743521887504897, 90.36167622278728"
Asad Gate,"23.76003967622698, 90.37302587587926",Rayerbagh,"23.694274567097093, 90.45737025358338"
Asad Gate,"23.76003967622698, 90.37302587587926",Rupayan Uttara,"23.876092417672627, 90.37956157905259"
Asad Gate,"23.76003967622698, 90.37302587587926",Rupnagar R/A,"23.809535473019103, 90.35632046141234"
Asad Gate,"23.76003967622698, 90.37302587587926",Sadarghat,"23.704920230821113, 90.41629392880428"
Asad Gate,"23.76003967622698, 90.37302587587926",Sarulia,"23.712142476085166, 90.49040399295345"
Asad Gate,"23.76003967622698, 90.37302587587926",Satrasta,"23.75768943973771, 90.39889324889458"
Asad Gate,"23.76003967622698, 90.37302587587926",Savar,"23.847235118940443, 90.25740482147071"
Asad Gate,"23.76003967622698, 90.37302587587926",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425"
Asad Gate,"23.76003967622698, 90.37302587587926",Science Lab,"23.739527493939022, 90.38380909504045"
Asad Gate,"23.76003967622698, 90.37302587587926",Secretariat,"23.728543737583582, 90.39658276608853"
Asad Gate,"23.76003967622698, 90.37302587587926",Shahbagh,"23.73926923300087, 90.39551308288586"
Asad Gate,"23.76003967622698, 90.37302587587926",Shahidbagh,"23.742568085752026, 90.42000928276717"
Asad Gate,"23.76003967622698, 90.37302587587926",Shahinbagh,"23.770207365917933, 90.39216831252685"
Asad Gate,"23.76003967622698, 90.37302587587926",Shahjadpur,"23.791699886032266, 90.42491413547074"
Asad Gate,"23.76003967622698, 90.37302587587926",Shahjahanpur,"23.744426914931378, 90.42353959302136"
Asad Gate,"23.76003967622698, 90.37302587587926",Shakhari Bazar,"23.710126004019056, 90.40968349492377"
Asad Gate,"23.76003967622698, 90.37302587587926",Shanir Akhra,"23.699506380859372, 90.45290987467429"
Asad Gate,"23.76003967622698, 90.37302587587926",Shankar,"23.750878640826883, 90.36846011026877"
Asad Gate,"23.76003967622698, 90.37302587587926",Shantibagh,"23.74526768465952, 90.41855520857388"
Asad Gate,"23.76003967622698, 90.37302587587926",Shapla Chattar,"23.726744038603808, 90.42164096026795"
Asad Gate,"23.76003967622698, 90.37302587587926",Shegunbagicha,"23.73366168283537, 90.40729600827689"
Asad Gate,"23.76003967622698, 90.37302587587926",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635"
Asad Gate,"23.76003967622698, 90.37302587587926",Sher-e-Bangla National Stadium,"23.80711187129673, 90.36361545162298"
Asad Gate,"23.76003967622698, 90.37302587587926",Shewrapara,"23.79094369753041, 90.37486012421229"
Asad Gate,"23.76003967622698, 90.37302587587926",Shiddhirganj,"23.689641810056496, 90.48395242561817"
Asad Gate,"23.76003967622698, 90.37302587587926",Shishu Hospital,"23.774720021541565, 90.3696989138121"
Asad Gate,"23.76003967622698, 90.37302587587926",Shobujbagh,"23.738909741056833, 90.42960696421137"
Asad Gate,"23.76003967622698, 90.37302587587926",Shoinik Club,"23.791356222216844, 90.39944605687872"
Asad Gate,"23.76003967622698, 90.37302587587926",Shyamoli,"23.77090557917849, 90.36384806528564"
Asad Gate,"23.76003967622698, 90.37302587587926",Shyamoli Square,"23.77483882749372, 90.36544631026956"
Asad Gate,"23.76003967622698, 90.37302587587926",Shyampur,"23.684833927532342, 90.44638375214089"
Asad Gate,"23.76003967622698, 90.37302587587926",Signboard,"23.69196098222184, 90.48136792492541"
Asad Gate,"23.76003967622698, 90.37302587587926",Sony Cinema Hall,"23.800596723356385, 90.35531993725503"
Asad Gate,"23.76003967622698, 90.37302587587926",Square Hospital,"23.75311200932124, 90.381378314238"
Asad Gate,"23.76003967622698, 90.37302587587926",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964"
Asad Gate,"23.76003967622698, 90.37302587587926",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168"
Asad Gate,"23.76003967622698, 90.37302587587926",Sutrapur,"23.712143135744196, 90.41996290601092"
Asad Gate,"23.76003967622698, 90.37302587587926",Tajmahal Road,"23.76483026537131, 90.36213213725384"
Asad Gate,"23.76003967622698, 90.37302587587926",Tara Masjid,"23.716170089051165, 90.40181039294609"
Asad Gate,"23.76003967622698, 90.37302587587926",Technical,"23.78149787280003, 90.35246112771259"
Asad Gate,"23.76003967622698, 90.37302587587926",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859"
Asad Gate,"23.76003967622698, 90.37302587587926",Tejturi Bazar,"23.75623497189328, 90.39215451399026"
Asad Gate,"23.76003967622698, 90.37302587587926",Town Hall,"23.759739816492644, 90.36581120314878"
Asad Gate,"23.76003967622698, 90.37302587587926",TSC,"23.739363547539245, 90.39468747407993"
Asad Gate,"23.76003967622698, 90.37302587587926",UIU,"23.798010494541813, 90.44969926609087"
Asad Gate,"23.76003967622698, 90.37302587587926",Ulon,"23.763986452595397, 90.41828430393944"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttar Khan,"23.87273827035963, 90.44776664806828"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 1,"23.858105043986644, 90.4009780758213"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 10,"23.884070392009892, 90.38850341801871"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 11,"23.876169717607542, 90.38720611542203"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 12,"23.871433256654242, 90.38108824654972"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 13,"23.871433256654242, 90.38778814644556"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 14,"23.867765343508758, 90.38695906184307"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 15,"23.861049813204456, 90.37215101665535"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 16,"23.86851637822715, 90.35483474999478"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 17,"23.846880750905903, 90.36485540817216"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 18,"23.855123330036513, 90.35777437647893"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 4,"23.86243003091632, 90.40464203326769"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 5,"23.864761239707796, 90.38997472577391"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 6,"23.87139236941201, 90.40429178390336"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 7,"23.871372679180478, 90.39748761634495"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 8,"23.87642523160438, 90.4027025919781"
Asad Gate,"23.76003967622698, 90.37302587587926",Uttara 9,"23.877220546364615, 90.39735842321328"
Asad Gate,"23.76003967622698, 90.37302587587926",Vasantek,"23.807074919411175, 90.38923645387413"
Asad Gate,"23.76003967622698, 90.37302587587926",Wapda,"23.724329299083337, 90.42172598970535"
Asad Gate,"23.76003967622698, 90.37302587587926",Wari,"23.717804321750464, 90.41799751045865"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Ashulia,"23.897499133724487, 90.33078037428804"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Azampur,"23.867843070567336, 90.40013983176523"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Azimpur,"23.72723004477641, 90.38621547855664"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Babubazar,"23.714359664356653, 90.39458752348794"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Badda,"23.780568079273614, 90.42649619466724"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Baldha Garden,"23.716916774125067, 90.41941883725221"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Banani 11,"23.723160254991075, 90.38771374929166"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Banani SuperMarket,"23.79350541605234, 90.40689722271105"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Banani Block J,"23.796668895469587, 90.40603147773179"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Banani DOHS,"23.792950646497655, 90.39896914281933"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Banasree Block C,"23.762317411154488, 90.43041073855908"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Banasree Block D,"23.76356157045853, 90.43357238807245"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Banasree Block F,"23.760662289525275, 90.43894806423826"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Banasree Block H,"23.76056081478647, 90.44168161932465"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bangabandhu National Stadium,"23.72799213845677, 90.41316682376024"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bangabandhu Sheikh Mujib Medical University (BSMMU),"23.738538737338253, 90.39536639492475"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bangabazar,"23.72371785638331, 90.4058524372524"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bangla College,"23.784715054761264, 90.35250376609038"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Baridhara DOHS,"23.813084105710036, 90.4129734607382"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Basabo,"23.74201426029004, 90.42840780452333"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block A,"23.811377299032795, 90.42833436467546"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block B,"23.81421995228443, 90.4275173084465"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block C,"23.81949603415762, 90.42738524683234"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block D,"23.815210726954167, 90.43302101821708"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block E,"23.81019793984092, 90.4327785621583"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block F,"23.821188569971465, 90.4332893983635"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block G,"23.825185513881646, 90.43336989142703"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block H,"23.825616759705525, 90.43910577635016"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block I,"23.82042119889173, 90.43856529566207"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block J,"23.824910334974465, 90.44234315790804"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block K,"23.823004540402223, 90.44475635790837"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block L,"23.820766766555288, 90.44883331554995"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block M,"23.820570468762917, 90.45608600861756"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Block N,"23.812690717028516, 90.46931281108469"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara City Mall,"23.75121557936337, 90.39070746794054"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bashundhara Gate,"23.811875111391196, 90.4214912547236"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bijoy Sarani,"23.765074098817312, 90.38619011026924"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bijoynagar,"23.73469869947737, 90.41077232376051"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",BNS,"23.871046444820042, 90.40003507958563"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bongshal,"23.717267299148716, 90.40244543195982"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Bosila,"23.755536214623834, 90.3561451998845"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Botanical Garden,"23.81353999494071, 90.34753307433435"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Brac University,"23.773372892644524, 90.42482029492592"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",BUET,"23.726717170489835, 90.39263491266497"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Buriganga Bridge,"23.70898069854497, 90.40159267958012"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Chairman Bari,"23.788615672371655, 90.40060816109144"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Chandni Chawk Market,"23.733968595123564, 90.38483127181993"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Chandrima Model Town,"23.755862234916634, 90.33788067958173"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Chandrima Udyan,"23.766853501013795, 90.37808615074623"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Chawk Bazar,"23.716016462326913, 90.39589182143904"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Chawkbazar Shahi Mosque,"23.716081670095274, 90.39598779046787"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Chowdhuripara,"23.753676744513747, 90.41950780332495"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Curzon Hall,"23.72754625142948, 90.40189379492435"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dakshin Khan,"23.861187306883544, 90.42341146206438"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Demra,"23.720722354482266, 90.48082217630154"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhaka Airport,"23.843630641810666, 90.40288227958474"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhaka College,"23.735731619622754, 90.38374921026826"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhaka University,"23.73409560015957, 90.39294665259638"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhakeshwari Temple,"23.723505780259483, 90.39006818516404"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi Lake,"23.747590981285224, 90.37807190540613"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi Road 12,"23.752334369903934, 90.3759494331688"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi Road 12A,"23.74689134102291, 90.37733359846021"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi Road 14,"23.754456430984828, 90.37560027637075"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi Road 15,"23.75514495125052, 90.37519521715127"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229"
Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",Dhanmondi Road 17,"23.7566549013045, 90.37449320159928"
