Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 4A,"23.741165859122525, 90.37563143647237"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 5A,"23.74186200111996, 90.37533568551056"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 6A,"23.743988360857468, 90.37640997726535"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 7A,"23.743207063518906, 90.37289655055329"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 8A,"23.74399744568268, 90.37228120463195"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dhanmondi Road 9A,"23.7453419928271, 90.37268812693476"
Curzon Hall,"23.72754625142948, 90.40189379492435",DIT Project,"23.773401431652626, 90.42539669118638"
Curzon Hall,"23.72754625142948, 90.40189379492435",Dokkhingao,"23.7413448466662, 90.44700618824636"
Curzon Hall,"23.72754625142948, 90.40189379492435",Donia,"23.70373276674018, 90.44888702333212"
Curzon Hall,"23.72754625142948, 90.40189379492435",East Rampura,"23.760466063044532, 90.42019006001247"
Curzon Hall,"23.72754625142948, 90.40189379492435",East West University,"23.768805486749752, 90.42546167958218"
Curzon Hall,"23.72754625142948, 90.40189379492435",ECB chattar,"23.824355833272744, 90.39334294663293"
Curzon Hall,"23.72754625142948, 90.40189379492435",Eden Mohila College,"23.727969663293113, 90.38634073725261"
Curzon Hall,"23.72754625142948, 90.40189379492435",Elephant Road,"23.739201420708195, 90.3871715084171"
Curzon Hall,"23.72754625142948, 90.40189379492435",New Eskaton,"23.74718832521819, 90.39926359648726"
Curzon Hall,"23.72754625142948, 90.40189379492435",Evercare Hospital,"23.810482241984165, 90.43129699095799"
Curzon Hall,"23.72754625142948, 90.40189379492435",Fakirapool,"23.732659171031635, 90.41697754122195"
Curzon Hall,"23.72754625142948, 90.40189379492435",Farmgate,"23.756173521829375, 90.38704401820739"
Curzon Hall,"23.72754625142948, 90.40189379492435",Fullar Road,"23.73073816057924, 90.39176972190907"
Curzon Hall,"23.72754625142948, 90.40189379492435",Gabtoli,"23.78375365953661, 90.34394491819548"
Curzon Hall,"23.72754625142948, 90.40189379492435",Gandaria,"23.702360538127046, 90.42634796579934"
Curzon Hall,"23.72754625142948, 90.40189379492435",Gausia Market,"23.734500093179562, 90.38484896905942"
Curzon Hall,"23.72754625142948, 90.40189379492435",Golapbagh,"23.718521712715287, 90.42874810241406"
Curzon Hall,"23.72754625142948, 90.40189379492435",Green Road,"23.74918962367928, 90.38642243725327"
Curzon Hall,"23.72754625142948, 90.40189379492435",Gulshan 1,"23.782041809012444, 90.41583890444907"
Curzon Hall,"23.72754625142948, 90.40189379492435",Gulshan 2,"23.79478879910383, 90.41424260763533"
Curzon Hall,"23.72754625142948, 90.40189379492435",Gulshan Lake Park,"23.801626689033203, 90.40980846609096"
Curzon Hall,"23.72754625142948, 90.40189379492435",Hatirjheel,"23.76902204182111, 90.42262363725398"
Curzon Hall,"23.72754625142948, 90.40189379492435",Hazaribagh,"23.736152277002102, 90.36290984047166"
Curzon Hall,"23.72754625142948, 90.40189379492435",High Court area,"23.73090866273321, 90.40338923639176"
Curzon Hall,"23.72754625142948, 90.40189379492435",Holy Family Red Crescent Hospital,"23.746813031560038, 90.40315885286346"
Curzon Hall,"23.72754625142948, 90.40189379492435",Hoseni Dalan,"23.722583647017565, 90.39810674095497"
Curzon Hall,"23.72754625142948, 90.40189379492435",House Building,"23.87444587344512, 90.40013415260117"
Curzon Hall,"23.72754625142948, 90.40189379492435",Ibrahimpur,"23.79430766996591, 90.38366581364772"
Curzon Hall,"23.72754625142948, 90.40189379492435",International Convention City Bashundhara,"23.827936177940952, 90.42690580868668"
Curzon Hall,"23.72754625142948, 90.40189379492435",Islampur,"23.71111601031198, 90.4054698660879"
Curzon Hall,"23.72754625142948, 90.40189379492435",Ittefaq Mor,"23.721547707395114, 90.42111636584217"
Curzon Hall,"23.72754625142948, 90.40189379492435",Jagannath University,"23.708881117200264, 90.41038871597911"
Curzon Hall,"23.72754625142948, 90.40189379492435",Jamuna Future Park,"23.81379627952912, 90.42422856609141"
Curzon Hall,"23.72754625142948, 90.40189379492435",Japan Garden City,"23.764672297272995, 90.35849825973594"
Curzon Hall,"23.72754625142948, 90.40189379492435",Jashimuddin,"23.861451280586365, 90.39561934572605"
Curzon Hall,"23.72754625142948, 90.40189379492435",Jatrabari,"23.711063418981738, 90.43385801072442"
Curzon Hall,"23.72754625142948, 90.40189379492435",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546"
Curzon Hall,"23.72754625142948, 90.40189379492435",Joar Shahara,"23.816926903931567, 90.41893947305115"
Curzon Hall,"23.72754625142948, 90.40189379492435",Jolshiri,"23.81007584228034, 90.49972692490695"
Curzon Hall,"23.72754625142948, 90.40189379492435",Jurain,"23.687962263046284, 90.44262322792174"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kachpur,"23.705897322044212, 90.5213581626828"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kakrail,"23.7387925105459, 90.40645995663675"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kalabagan,"23.74959719710081, 90.3830759033639"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kallyanpur,"23.782258253681352, 90.35961198040336"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kalshi,"23.823541313441375, 90.37015398606336"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kamal Ataturk,"23.794078210371698, 90.40521536212151"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kamalapur,"23.733821343489772, 90.42606349885396"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kamrangirchar,"23.717770186971897, 90.36671103349613"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kawla,"23.845905008479725, 90.42007168933524"
Curzon Hall,"23.72754625142948, 90.40189379492435",Karwan Bazar,"23.75238303755729, 90.39412694572513"
Curzon Hall,"23.72754625142948, 90.40189379492435",Katabon,"23.737077270043894, 90.3872181292236"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kazipara,"23.80025882562028, 90.37172893669218"
Curzon Hall,"23.72754625142948, 90.40189379492435",Keraniganj,"23.701260609497933, 90.39758820710036"
Curzon Hall,"23.72754625142948, 90.40189379492435",Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523"
Curzon Hall,"23.72754625142948, 90.40189379492435",Khilgaon,"23.75084886751309, 90.42072538370277"
Curzon Hall,"23.72754625142948, 90.40189379492435",Khilkhet,"23.831595302049916, 90.42442916348189"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kochukhet,"23.793829172704154, 90.3899307599325"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kuril,"23.819103914136477, 90.42182338455416"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kuril Flyover,"23.82144157155741, 90.4192998630174"
Curzon Hall,"23.72754625142948, 90.40189379492435",Kurmitola,"23.849581476455512, 90.40692877671945"
Curzon Hall,"23.72754625142948, 90.40189379492435",Labaid Gulshan,"23.79568677446299, 90.41290757246027"
Curzon Hall,"23.72754625142948, 90.40189379492435",Lalbagh,"23.718285441137922, 90.38666292370905"
Curzon Hall,"23.72754625142948, 90.40189379492435",Lalbagh Fort,"23.719076575141052, 90.38811667958046"
Curzon Hall,"23.72754625142948, 90.40189379492435",Lalmatia,"23.756310855321406, 90.36826726840225"
Curzon Hall,"23.72754625142948, 90.40189379492435",Le Meridian,"23.836505783720128, 90.41820316827958"
Curzon Hall,"23.72754625142948, 90.40189379492435",Linked Road,"23.74588618408847, 90.39368209492494"
Curzon Hall,"23.72754625142948, 90.40189379492435",Madani Avenue,"23.796522119458537, 90.41892630380953"
Curzon Hall,"23.72754625142948, 90.40189379492435",Malibagh,"23.748206666885658, 90.41264211577844"
Curzon Hall,"23.72754625142948, 90.40189379492435",Manikdi,"23.82593570985342, 90.39192385561175"
Curzon Hall,"23.72754625142948, 90.40189379492435",Maniknagar,"23.72485081206341, 90.43458203803982"
Curzon Hall,"23.72754625142948, 90.40189379492435",Matikata,"23.820603531946713, 90.3904670372557"
Curzon Hall,"23.72754625142948, 90.40189379492435",Matuail,"23.705993968841632, 90.462391270285"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur 1,"23.799924575462516, 90.35540223205751"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur 10,"23.80719467382045, 90.36908602159754"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur 11,"23.818240932283558, 90.36712425455856"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur 12,"23.82880505133161, 90.36427498908792"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur 13,"23.81020599380865, 90.37763021591611"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur 14,"23.798882729366266, 90.38675997138121"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur 2,"23.807688826153495, 90.35653333865862"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur 6,"23.813477192366605, 90.3627958992709"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur Cantonment,"23.837133408249617, 90.36306303096637"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mirpur DOHS,"23.836393407300772, 90.36762887451556"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mitford Hospital,"23.710241130066684, 90.40146387971537"
Curzon Hall,"23.72754625142948, 90.40189379492435",Moghbazar,"23.749429419450692, 90.40863148744401"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mohakhali,"23.777854677596434, 90.40604839490996"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mohakhali DOHS,"23.78278751597978, 90.39544927255388"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mohammadpur,"23.7663733521534, 90.35838993349377"
Curzon Hall,"23.72754625142948, 90.40189379492435",Mohanogor Project,"23.76520526494669, 90.41386759492562"
Curzon Hall,"23.72754625142948, 90.40189379492435",Monipuripara,"23.761551705506246, 90.38597592588681"
Curzon Hall,"23.72754625142948, 90.40189379492435",Motijheel,"23.73295803071134, 90.41707926909248"
Curzon Hall,"23.72754625142948, 90.40189379492435",Nabinagar Housing,"23.75914645303138, 90.34560142302898"
Curzon Hall,"23.72754625142948, 90.40189379492435",Nakhalpara,"23.770702222003415, 90.39587895540527"
Curzon Hall,"23.72754625142948, 90.40189379492435",Narinda,"23.710683127844753, 90.4205271484302"
Curzon Hall,"23.72754625142948, 90.40189379492435",National Parliament House,"23.781019112967787, 90.37248560043007"
Curzon Hall,"23.72754625142948, 90.40189379492435",National Zoo,"23.812385215219862, 90.34698481856312"
Curzon Hall,"23.72754625142948, 90.40189379492435",Naya Paltan,"23.73459027801036, 90.41371487931436"
Curzon Hall,"23.72754625142948, 90.40189379492435",Nayabazar,"23.714576772747364, 90.40403403484302"
Curzon Hall,"23.72754625142948, 90.40189379492435",Neela Market,"23.834332197507432, 90.48479783910751"
Curzon Hall,"23.72754625142948, 90.40189379492435",New market,"23.733306698256296, 90.38374538295768"
Curzon Hall,"23.72754625142948, 90.40189379492435",Niketan,"23.773793555853857, 90.41078375783205"
Curzon Hall,"23.72754625142948, 90.40189379492435",Nikunja 1,"23.8236800918188, 90.41841129675434"
Curzon Hall,"23.72754625142948, 90.40189379492435",Nikunja 2,"23.83279861213574, 90.4167626340228"
Curzon Hall,"23.72754625142948, 90.40189379492435",Nilkhet,"23.733133076092567, 90.3850766157467"
Curzon Hall,"23.72754625142948, 90.40189379492435",Nondipara,"23.74890023609504, 90.4516215631702"
Curzon Hall,"23.72754625142948, 90.40189379492435",Noor jahan Road,"23.760621916497936, 90.36176280206402"
Curzon Hall,"23.72754625142948, 90.40189379492435",North South University,"23.815277538796973, 90.42547076424017"
Curzon Hall,"23.72754625142948, 90.40189379492435",Notun Bazar,"23.79749348795045, 90.4237139801499"
Curzon Hall,"23.72754625142948, 90.40189379492435",Nurer Chala,"23.79698754317488, 90.43246902253573"
Curzon Hall,"23.72754625142948, 90.40189379492435",Osmani Udyan,"23.726089169424984, 90.40874238698586"
Curzon Hall,"23.72754625142948, 90.40189379492435",Paikpara,"23.788177611156954, 90.35952730098612"
Curzon Hall,"23.72754625142948, 90.40189379492435",South Paikpara,"23.78462149665584, 90.36446150123909"
Curzon Hall,"23.72754625142948, 90.40189379492435",Middle Paikpara,"23.790614891870728, 90.35924347530785"
Curzon Hall,"23.72754625142948, 90.40189379492435",Pallabi,"23.82844698990871, 90.36095211527795"
Curzon Hall,"23.72754625142948, 90.40189379492435",PG Hospital,"23.73895782109403, 90.39362466608887"
Curzon Hall,"23.72754625142948, 90.40189379492435",Pink City,"23.83108145334089, 90.46282734754803"
Curzon Hall,"23.72754625142948, 90.40189379492435",Police Plaza,"23.774242477535278, 90.41598794811036"
Curzon Hall,"23.72754625142948, 90.40189379492435",Postogola,"23.693064987141877, 90.43013918400378"
Curzon Hall,"23.72754625142948, 90.40189379492435",Press Club,"23.709590036781186, 90.42796922218056"
Curzon Hall,"23.72754625142948, 90.40189379492435",Puran Dhaka,"23.722455864933664, 90.38776863791101"
Curzon Hall,"23.72754625142948, 90.40189379492435",Purbachal,"23.8556826980268, 90.50487366755176"
Curzon Hall,"23.72754625142948, 90.40189379492435",Rajlokkhi Complex,"23.864407298736335, 90.399736694929"
Curzon Hall,"23.72754625142948, 90.40189379492435",Rajuk Trade Center,"23.829675820274574, 90.41942160842014"
