estimated_pickup_latitude,estimated_pickup_longitude,pickup_hex,estimated_dropoff_latitude,estimated_dropoff_longitude,dropoff_hex
27.7136164,85.2991404,893c0299013ffff,27.71402396,85.29613696,893c0299013ffff
27.70259635,85.31248502,893c029938bffff,27.7032579,85.3129669,893c029938bffff
27.67625032,83.4580721,893c33191c3ffff,27.67625032,83.4580721,893c33191c3ffff
27.75504295,85.30215885,893c02986c3ffff,27.75504295,85.30215885,893c02986c3ffff
27.6790894,85.476484,893c0288567ffff,27.68112617,85.4784276,893c0288567ffff
27.688699,85.32827049,893c02d6dd7ffff,27.688699,85.32827049,893c02d6dd7ffff
27.74252618,85.33420421,893c0298207ffff,27.74064863,85.33448712,893c0298207ffff
27.66361849,85.30620564,893c02d6e87ffff,27.66361849,85.30620564,893c02d6e87ffff
27.68754976,85.31074494,893c02d6c97ffff,27.68664278,85.30771639,893c02d6c97ffff
27.70689954,83.47210088,893c331804bffff,27.70689954,83.47210088,893c331804bffff
27.7240917,85.35423629,893c0299c77ffff,27.72408903,85.3542326,893c0299c77ffff
23.80798602,90.42993886,893cf13b38bffff,23.80795851,90.42992592,893cf13b38bffff
27.6949716,85.2783029,893c029966bffff,27.6953154,85.2811468,893c029966bffff
23.75773122,90.37431635,893cf10c84bffff,23.75763087,90.37432507,893cf10c84bffff
23.851777,90.408107,893cf105b73ffff,23.85012278,90.40776981,893cf105b73ffff
23.72263845,90.39699912,893cf176463ffff,23.72272501,90.39696962,893cf176463ffff
23.730132,90.415345,893cf176547ffff,23.7302184,90.4153352,893cf176547ffff
23.7656361,90.43843925,893cf1390c3ffff,23.7656766,90.4384996,893cf1390c3ffff
23.75773122,90.37431635,893cf10c84bffff,23.75763087,90.37432507,893cf10c84bffff
23.74010652,90.40853631,893cf1765d7ffff,23.74016668,90.40837705,893cf1765d7ffff
27.6923808,84.4361243,893c0659857ffff,27.6924256,84.4360765,893c0659857ffff
27.68756876,85.31800365,893c02d6cb7ffff,27.68789532,85.31806955,893c02d6cb7ffff
27.7333991,85.34633718,893c0299c8fffff,27.73255333,85.34758206,893c0299c8fffff
27.68299545,85.30384596,893c02d6c9bffff,27.68298001,85.30389994,893c02d6c9bffff
23.79714743,90.39021011,893cf10cda3ffff,23.79714743,90.39021011,893cf10cda3ffff
23.79714743,90.39021011,893cf10cda3ffff,23.79714743,90.39021011,893cf10cda3ffff
23.753326,90.418457,893cf139643ffff,23.75323374,90.41846015,893cf139643ffff
23.87240074,90.38275458,893cf10581bffff,23.8724244,90.3829202,893cf10581bffff
23.77532499,90.41254621,893cf10c923ffff,23.77535782,90.41238058,893cf10c923ffff
23.7613767,90.3662832,893cf10ce23ffff,23.761359,90.366406,893cf10ce23ffff
23.87184887,90.39922535,893cf105827ffff,23.8719154,90.39930582,893cf105827ffff
27.69807117,85.3132632,893c02993c7ffff,27.69861204,85.31317938,893c02993c7ffff
27.70069386,85.27528916,893c029960bffff,27.70077729,85.27449254,893c029960bffff
27.65774968,85.32048649,893c02d6e27ffff,27.65792575,85.3205318,893c02d6e27ffff
27.64964342,85.3206034,893c02d6a83ffff,27.64985385,85.32209603,893c02d6a83ffff
27.66224271,83.4705779,893c33193a7ffff,27.66222458,83.47056639,893c33193a7ffff
27.66986793,85.31070068,893c02d6c47ffff,27.66986793,85.31070068,893c02d6c47ffff
27.7048289,85.3206148,893c02993bbffff,27.70496307,85.31989429,893c02993bbffff
27.70071553,85.37623812,893c0299bd7ffff,27.70071553,85.37623812,893c0299bd7ffff
27.72588605,85.38236126,893c029999bffff,27.72588605,85.38236126,893c029999bffff
27.75572863,85.32296978,893c0298627ffff,27.7551337,85.32606011,893c0298627ffff
27.671378,85.3857191,893c028b467ffff,27.67248715,85.38814846,893c028b467ffff
27.65654521,85.36597263,893c028b6c7ffff,27.65654521,85.36597263,893c028b6c7ffff
27.70814542,85.33539075,893c0299ed7ffff,27.7079,85.3352,893c0299ed7ffff
27.72598933,85.40773999,893c028a4cfffff,27.72566732,85.40824693,893c028a4cfffff
27.70512781,85.31641044,893c0299387ffff,27.70512781,85.31641044,893c0299387ffff
27.7460048,85.3154584,893c029866bffff,27.74470746,85.3165257,893c029866bffff
27.70058937,85.3238368,893c0299333ffff,27.70058937,85.3238368,893c0299333ffff
27.68332233,85.48131835,893c028852fffff,27.68332233,85.48131835,893c028852fffff
26.81255103,87.26760417,893c1c2430bffff,26.81299179,87.26775136,893c1c2430bffff
27.6766472,85.3428856,893c02d6d6fffff,27.67478896,85.34454534,893c02d6d6fffff
27.70765714,85.32375533,893c02993b7ffff,27.70940219,85.32349683,893c02993b7ffff
27.68805996,85.29228439,893c029920bffff,27.68866554,85.29263139,893c029920bffff
27.66222593,83.4705679,893c33193a7ffff,27.66220059,83.47069113,893c33193a7ffff
27.71638926,85.36679012,893c0299817ffff,27.7163064,85.3670754,893c0299817ffff
27.70675358,85.31483263,893c0299397ffff,27.7087545,85.3146285,893c0299397ffff
27.70616913,85.32598114,893c02993a7ffff,27.70613861,85.32595825,893c02993a7ffff
27.69937941,85.30506704,893c02993d3ffff,27.7004867,85.304997,893c02993d3ffff
27.73159656,85.31841103,893c029952fffff,27.73167758,85.31794265,893c029952fffff
27.66950626,85.35596531,893c02d6903ffff,27.67163764,85.3541632,893c02d6903ffff
27.67708376,85.30929185,893c02d6c1bffff,27.67708376,85.30929185,893c02d6c1bffff
27.69205075,85.30618217,893c0299227ffff,27.69172864,85.30892406,893c0299227ffff
27.73663934,85.30565697,893c0299517ffff,27.73629779,85.30618964,893c0299517ffff
27.70276852,85.35850234,893c0299a97ffff,27.7030787,85.3579035,893c0299a97ffff
