Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike
Nikunja 2,"23.83279861213574, 90.4167626340228",Notun Bazar,"23.79749348795045, 90.4237139801499",6.11,6.11,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Nurer Chala,"23.79698754317488, 90.43246902253573",7.49,7.49,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Osmani Udyan,"23.726089169424984, 90.40874238698586",15.49,15.49,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Paikpara,"23.788177611156954, 90.35952730098612",14.96,14.96,,
Nikunja 2,"23.83279861213574, 90.4167626340228",South Paikpara,"23.78462149665584, 90.36446150123909",14.63,14.63,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Middle Paikpara,"23.790614891870728, 90.35924347530785",14.48,14.48,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Pallabi,"23.82844698990871, 90.36095211527795",12.3,12.3,,
Nikunja 2,"23.83279861213574, 90.4167626340228",PG Hospital,"23.73895782109403, 90.39362466608887",14.87,14.87,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Pink City,"23.83108145334089, 90.46282734754803",7.69,7.69,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Police Plaza,"23.774242477535278, 90.41598794811036",10.03,10.03,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Postogola,"23.693064987141877, 90.43013918400378",21.29,21.29,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Press Club,"23.709590036781186, 90.42796922218056",17.92,17.95,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Puran Dhaka,"23.722455864933664, 90.38776863791101",17.27,17.27,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Purbachal,"23.8556826980268, 90.50487366755176",13.94,13.94,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Rajlokkhi Complex,"23.864407298736335, 90.399736694929",4.35,4.35,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Rajuk Trade Center,"23.829675820274574, 90.41942160842014",0.63,0.63,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Ramna,"23.73741269764707, 90.40144483378396",14.81,14.81,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Rampura,"23.760873486392178, 90.42061036978188",10.59,10.59,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Rayer bazar,"23.743521887504897, 90.36167622278728",16.96,16.96,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Rayerbagh,"23.694274567097093, 90.45737025358338",24.34,24.34,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Rupayan Uttara,"23.876092417672627, 90.37956157905259",9.47,8.6,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Rupnagar R/A,"23.809535473019103, 90.35632046141234",12.32,12.32,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Sadarghat,"23.704920230821113, 90.41629392880428",17.98,17.98,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Sarulia,"23.712142476085166, 90.49040399295345",21.74,19.9,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Satrasta,"23.75768943973771, 90.39889324889458",11.84,11.84,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Savar,"23.847235118940443, 90.25740482147071",25.86,25.86,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",17.81,17.81,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Science Lab,"23.739527493939022, 90.38380909504045",15.06,15.06,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Secretariat,"23.728543737583582, 90.39658276608853",15.91,15.91,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shahbagh,"23.73926923300087, 90.39551308288586",15.03,15.03,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shahidbagh,"23.742568085752026, 90.42000928276717",13.34,13.37,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shahinbagh,"23.770207365917933, 90.39216831252685",11.8,10.95,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shahjadpur,"23.791699886032266, 90.42491413547074",6.76,6.76,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shahjahanpur,"23.744426914931378, 90.42353959302136",13.89,13.81,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shakhari Bazar,"23.710126004019056, 90.40968349492377",17.67,17.67,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shanir Akhra,"23.699506380859372, 90.45290987467429",22.09,20.88,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shankar,"23.750878640826883, 90.36846011026877",15.32,15.32,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shantibagh,"23.74526768465952, 90.41855520857388",12.89,13.04,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shapla Chattar,"23.726744038603808, 90.42164096026795",15.05,15.05,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shegunbagicha,"23.73366168283537, 90.40729600827689",14.12,14.12,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",14.18,14.18,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Sher-e-Bangla National Stadium,"23.80711187129673, 90.36361545162298",12.99,12.99,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shewrapara,"23.79094369753041, 90.37486012421229",13.8,13.8,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shiddhirganj,"23.689641810056496, 90.48395242561817",26.83,26.13,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shishu Hospital,"23.774720021541565, 90.3696989138121",16.49,16.49,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shobujbagh,"23.738909741056833, 90.42960696421137",14.31,14.31,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shoinik Club,"23.791356222216844, 90.39944605687872",9.46,9.46,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shyamoli,"23.77090557917849, 90.36384806528564",14.72,14.72,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shyamoli Square,"23.77483882749372, 90.36544631026956",15.38,15.38,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Shyampur,"23.684833927532342, 90.44638375214089",21.86,21.86,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Signboard,"23.69196098222184, 90.48136792492541",26.07,26.11,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Sony Cinema Hall,"23.800596723356385, 90.35531993725503",13.08,13.08,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Square Hospital,"23.75311200932124, 90.381378314238",14.56,14.56,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",15.47,15.47,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168",16.58,16.58,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Sutrapur,"23.712143135744196, 90.41996290601092",17.54,17.6,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Tajmahal Road,"23.76483026537131, 90.36213213725384",14.37,14.37,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Tara Masjid,"23.716170089051165, 90.40181039294609",17.83,17.83,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Technical,"23.78149787280003, 90.35246112771259",15.1,15.1,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",12.25,12.25,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Tejturi Bazar,"23.75623497189328, 90.39215451399026",12.49,12.49,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Town Hall,"23.759739816492644, 90.36581120314878",14.21,14.21,,
Nikunja 2,"23.83279861213574, 90.4167626340228",TSC,"23.739363547539245, 90.39468747407993",15.11,15.11,,
Nikunja 2,"23.83279861213574, 90.4167626340228",UIU,"23.798010494541813, 90.44969926609087",8.94,8.94,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Ulon,"23.763986452595397, 90.41828430393944",11.22,11.22,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttar Khan,"23.87273827035963, 90.44776664806828",11.33,11.59,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 1,"23.858105043986644, 90.4009780758213",3.68,3.68,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 10,"23.884070392009892, 90.38850341801871",7.83,7.83,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 11,"23.876169717607542, 90.38720611542203",7.0,7.0,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 12,"23.871433256654242, 90.38108824654972",7.05,7.05,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 13,"23.871433256654242, 90.38778814644556",6.58,6.58,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 14,"23.867765343508758, 90.38695906184307",6.31,6.31,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 15,"23.861049813204456, 90.37215101665535",11.0,11.02,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 16,"23.86851637822715, 90.35483474999478",10.91,10.91,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 17,"23.846880750905903, 90.36485540817216",12.03,12.03,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 18,"23.855123330036513, 90.35777437647893",11.8,11.8,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 4,"23.86243003091632, 90.40464203326769",4.57,4.57,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 5,"23.864761239707796, 90.38997472577391",5.34,5.34,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 6,"23.87139236941201, 90.40429178390336",5.97,5.97,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 7,"23.871372679180478, 90.39748761634495",5.4,5.4,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 8,"23.87642523160438, 90.4027025919781",5.89,5.89,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Uttara 9,"23.877220546364615, 90.39735842321328",6.06,6.06,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Vasantek,"23.807074919411175, 90.38923645387413",9.3,9.3,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Wapda,"23.724329299083337, 90.42172598970535",15.2,15.2,,
Nikunja 2,"23.83279861213574, 90.4167626340228",Wari,"23.717804321750464, 90.41799751045865",17.17,16.3,,
Nilkhet,"23.733133076092567, 90.3850766157467",Nondipara,"23.74890023609504, 90.4516215631702",9.38,9.57,,
Nilkhet,"23.733133076092567, 90.3850766157467",Noor jahan Road,"23.760621916497936, 90.36176280206402",5.24,4.73,,
Nilkhet,"23.733133076092567, 90.3850766157467",North South University,"23.815277538796973, 90.42547076424017",15.48,15.48,,
Nilkhet,"23.733133076092567, 90.3850766157467",Notun Bazar,"23.79749348795045, 90.4237139801499",12.08,12.08,,
Nilkhet,"23.733133076092567, 90.3850766157467",Nurer Chala,"23.79698754317488, 90.43246902253573",13.46,13.46,,
Nilkhet,"23.733133076092567, 90.3850766157467",Osmani Udyan,"23.726089169424984, 90.40874238698586",3.25,3.25,,
Nilkhet,"23.733133076092567, 90.3850766157467",Paikpara,"23.788177611156954, 90.35952730098612",8.61,8.61,,
Nilkhet,"23.733133076092567, 90.3850766157467",South Paikpara,"23.78462149665584, 90.36446150123909",8.63,8.63,,
Nilkhet,"23.733133076092567, 90.3850766157467",Middle Paikpara,"23.790614891870728, 90.35924347530785",9.59,8.14,,
Nilkhet,"23.733133076092567, 90.3850766157467",Pallabi,"23.82844698990871, 90.36095211527795",12.21,12.21,,
Nilkhet,"23.733133076092567, 90.3850766157467",PG Hospital,"23.73895782109403, 90.39362466608887",1.89,1.89,,
Nilkhet,"23.733133076092567, 90.3850766157467",Pink City,"23.83108145334089, 90.46282734754803",17.73,17.73,,
Nilkhet,"23.733133076092567, 90.3850766157467",Police Plaza,"23.774242477535278, 90.41598794811036",7.39,7.39,,
Nilkhet,"23.733133076092567, 90.3850766157467",Postogola,"23.693064987141877, 90.43013918400378",9.27,9.27,,
Nilkhet,"23.733133076092567, 90.3850766157467",Press Club,"23.709590036781186, 90.42796922218056",6.26,6.29,,
Nilkhet,"23.733133076092567, 90.3850766157467",Puran Dhaka,"23.722455864933664, 90.38776863791101",1.22,1.22,,
Nilkhet,"23.733133076092567, 90.3850766157467",Purbachal,"23.8556826980268, 90.50487366755176",23.98,23.98,,
Nilkhet,"23.733133076092567, 90.3850766157467",Rajlokkhi Complex,"23.864407298736335, 90.399736694929",17.4,17.4,,
Nilkhet,"23.733133076092567, 90.3850766157467",Rajuk Trade Center,"23.829675820274574, 90.41942160842014",12.93,12.93,,
Nilkhet,"23.733133076092567, 90.3850766157467",Ramna,"23.73741269764707, 90.40144483378396",2.23,2.23,,
Nilkhet,"23.733133076092567, 90.3850766157467",Rampura,"23.760873486392178, 90.42061036978188",6.52,6.52,,
Nilkhet,"23.733133076092567, 90.3850766157467",Rayer bazar,"23.743521887504897, 90.36167622278728",4.05,4.05,,
Nilkhet,"23.733133076092567, 90.3850766157467",Rayerbagh,"23.694274567097093, 90.45737025358338",12.32,12.32,,
Nilkhet,"23.733133076092567, 90.3850766157467",Rupayan Uttara,"23.876092417672627, 90.37956157905259",22.53,21.65,,
Nilkhet,"23.733133076092567, 90.3850766157467",Rupnagar R/A,"23.809535473019103, 90.35632046141234",11.52,11.52,,
Nilkhet,"23.733133076092567, 90.3850766157467",Sadarghat,"23.704920230821113, 90.41629392880428",5.65,5.65,,
Nilkhet,"23.733133076092567, 90.3850766157467",Sarulia,"23.712142476085166, 90.49040399295345",13.18,13.12,,
Nilkhet,"23.733133076092567, 90.3850766157467",Satrasta,"23.75768943973771, 90.39889324889458",4.46,4.46,,
Nilkhet,"23.733133076092567, 90.3850766157467",Savar,"23.847235118940443, 90.25740482147071",24.78,22.2,,
Nilkhet,"23.733133076092567, 90.3850766157467",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",5.78,5.78,,
Nilkhet,"23.733133076092567, 90.3850766157467",Science Lab,"23.739527493939022, 90.38380909504045",1.19,1.19,,
Nilkhet,"23.733133076092567, 90.3850766157467",Secretariat,"23.728543737583582, 90.39658276608853",1.82,1.82,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shahbagh,"23.73926923300087, 90.39551308288586",1.96,1.96,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shahidbagh,"23.742568085752026, 90.42000928276717",5.51,5.45,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shahinbagh,"23.770207365917933, 90.39216831252685",5.92,5.18,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shahjadpur,"23.791699886032266, 90.42491413547074",12.74,12.74,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shahjahanpur,"23.744426914931378, 90.42353959302136",5.81,5.73,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shakhari Bazar,"23.710126004019056, 90.40968349492377",4.8,4.8,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shanir Akhra,"23.699506380859372, 90.45290987467429",10.06,8.86,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shankar,"23.750878640826883, 90.36846011026877",3.54,3.54,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shantibagh,"23.74526768465952, 90.41855520857388",4.68,6.71,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shapla Chattar,"23.726744038603808, 90.42164096026795",4.67,4.67,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shegunbagicha,"23.73366168283537, 90.40729600827689",3.49,3.49,,
Nilkhet,"23.733133076092567, 90.3850766157467",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",5.28,5.28,,
Nilkhet,"23.733133076092567, 90.3850766157467",Sher-e-Bangla National Stadium,"23.80711187129673, 90.36361545162298",11.17,11.17,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shewrapara,"23.79094369753041, 90.37486012421229",7.69,7.69,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shiddhirganj,"23.689641810056496, 90.48395242561817",14.8,14.1,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shishu Hospital,"23.774720021541565, 90.3696989138121",6.38,6.38,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shobujbagh,"23.738909741056833, 90.42960696421137",7.21,7.21,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shoinik Club,"23.791356222216844, 90.39944605687872",8.33,8.33,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shyamoli,"23.77090557917849, 90.36384806528564",5.42,5.42,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shyamoli Square,"23.77483882749372, 90.36544631026956",5.27,5.27,,
Nilkhet,"23.733133076092567, 90.3850766157467",Shyampur,"23.684833927532342, 90.44638375214089",9.83,9.83,,
Nilkhet,"23.733133076092567, 90.3850766157467",Signboard,"23.69196098222184, 90.48136792492541",14.04,14.08,,
Nilkhet,"23.733133076092567, 90.3850766157467",Sony Cinema Hall,"23.800596723356385, 90.35531993725503",11.26,11.26,,
Nilkhet,"23.733133076092567, 90.3850766157467",Square Hospital,"23.75311200932124, 90.381378314238",2.75,2.75,,
Nilkhet,"23.733133076092567, 90.3850766157467",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",1.21,1.21,,
Nilkhet,"23.733133076092567, 90.3850766157467",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168",2.39,2.39,,
Nilkhet,"23.733133076092567, 90.3850766157467",Sutrapur,"23.712143135744196, 90.41996290601092",5.34,5.4,,
Nilkhet,"23.733133076092567, 90.3850766157467",Tajmahal Road,"23.76483026537131, 90.36213213725384",5.07,5.07,,
Nilkhet,"23.733133076092567, 90.3850766157467",Tara Masjid,"23.716170089051165, 90.40181039294609",3.37,3.37,,
Nilkhet,"23.733133076092567, 90.3850766157467",Technical,"23.78149787280003, 90.35246112771259",6.98,6.98,,
Nilkhet,"23.733133076092567, 90.3850766157467",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",3.74,3.74,,
Nilkhet,"23.733133076092567, 90.3850766157467",Tejturi Bazar,"23.75623497189328, 90.39215451399026",3.98,3.98,,
Nilkhet,"23.733133076092567, 90.3850766157467",Town Hall,"23.759739816492644, 90.36581120314878",4.77,4.77,,
Nilkhet,"23.733133076092567, 90.3850766157467",TSC,"23.739363547539245, 90.39468747407993",2.04,2.04,,
Nilkhet,"23.733133076092567, 90.3850766157467",UIU,"23.798010494541813, 90.44969926609087",14.92,14.92,,
Nilkhet,"23.733133076092567, 90.3850766157467",Ulon,"23.763986452595397, 90.41828430393944",6.6,6.6,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttar Khan,"23.87273827035963, 90.44776664806828",24.39,24.64,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 1,"23.858105043986644, 90.4009780758213",16.74,16.74,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 10,"23.884070392009892, 90.38850341801871",20.89,20.89,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 11,"23.876169717607542, 90.38720611542203",20.06,20.06,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 12,"23.871433256654242, 90.38108824654972",20.11,20.11,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 13,"23.871433256654242, 90.38778814644556",19.63,19.63,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 14,"23.867765343508758, 90.38695906184307",19.36,19.36,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 15,"23.861049813204456, 90.37215101665535",19.97,19.98,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 16,"23.86851637822715, 90.35483474999478",21.39,21.39,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 17,"23.846880750905903, 90.36485540817216",17.74,17.74,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 18,"23.855123330036513, 90.35777437647893",19.86,19.86,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 4,"23.86243003091632, 90.40464203326769",17.63,17.63,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 5,"23.864761239707796, 90.38997472577391",18.4,18.4,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 6,"23.87139236941201, 90.40429178390336",19.03,19.03,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 7,"23.871372679180478, 90.39748761634495",18.46,18.46,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 8,"23.87642523160438, 90.4027025919781",18.94,18.94,,
Nilkhet,"23.733133076092567, 90.3850766157467",Uttara 9,"23.877220546364615, 90.39735842321328",19.12,19.12,,
Nilkhet,"23.733133076092567, 90.3850766157467",Vasantek,"23.807074919411175, 90.38923645387413",10.75,10.75,,
Nilkhet,"23.733133076092567, 90.3850766157467",Wapda,"23.724329299083337, 90.42172598970535",5.22,5.22,,
Nilkhet,"23.733133076092567, 90.3850766157467",Wari,"23.717804321750464, 90.41799751045865",5.51,5.6,,
Nondipara,"23.74890023609504, 90.4516215631702",Noor jahan Road,"23.760621916497936, 90.36176280206402",13.48,13.53,,
Nondipara,"23.74890023609504, 90.4516215631702",North South University,"23.815277538796973, 90.42547076424017",14.34,13.68,,
Nondipara,"23.74890023609504, 90.4516215631702",Notun Bazar,"23.79749348795045, 90.4237139801499",9.38,8.72,,
Nondipara,"23.74890023609504, 90.4516215631702",Nurer Chala,"23.79698754317488, 90.43246902253573",10.75,10.09,,
Nondipara,"23.74890023609504, 90.4516215631702",Osmani Udyan,"23.726089169424984, 90.40874238698586",6.85,7.04,,
Nondipara,"23.74890023609504, 90.4516215631702",Paikpara,"23.788177611156954, 90.35952730098612",17.32,17.87,,
Nondipara,"23.74890023609504, 90.4516215631702",South Paikpara,"23.78462149665584, 90.36446150123909",14.64,15.19,,
Nondipara,"23.74890023609504, 90.4516215631702",Middle Paikpara,"23.790614891870728, 90.35924347530785",15.6,16.15,,
Nondipara,"23.74890023609504, 90.4516215631702",Pallabi,"23.82844698990871, 90.36095211527795",18.22,19.76,,
Nondipara,"23.74890023609504, 90.4516215631702",PG Hospital,"23.73895782109403, 90.39362466608887",9.71,9.9,,
Nondipara,"23.74890023609504, 90.4516215631702",Pink City,"23.83108145334089, 90.46282734754803",16.6,15.94,,
Nondipara,"23.74890023609504, 90.4516215631702",Police Plaza,"23.774242477535278, 90.41598794811036",7.36,6.7,,
Nondipara,"23.74890023609504, 90.4516215631702",Postogola,"23.693064987141877, 90.43013918400378",9.25,9.45,,
Nondipara,"23.74890023609504, 90.4516215631702",Press Club,"23.709590036781186, 90.42796922218056",6.42,6.64,,
Nondipara,"23.74890023609504, 90.4516215631702",Puran Dhaka,"23.722455864933664, 90.38776863791101",9.35,9.54,,
Nondipara,"23.74890023609504, 90.4516215631702",Purbachal,"23.8556826980268, 90.50487366755176",22.85,22.19,,
Nondipara,"23.74890023609504, 90.4516215631702",Rajlokkhi Complex,"23.864407298736335, 90.399736694929",20.3,19.64,,
Nondipara,"23.74890023609504, 90.4516215631702",Rajuk Trade Center,"23.829675820274574, 90.41942160842014",15.82,15.17,,
Nondipara,"23.74890023609504, 90.4516215631702",Ramna,"23.73741269764707, 90.40144483378396",8.94,9.13,,
Nondipara,"23.74890023609504, 90.4516215631702",Rampura,"23.760873486392178, 90.42061036978188",4.35,4.54,,
Nondipara,"23.74890023609504, 90.4516215631702",Rayer bazar,"23.743521887504897, 90.36167622278728",14.23,14.78,,
Nondipara,"23.74890023609504, 90.4516215631702",Rayerbagh,"23.694274567097093, 90.45737025358338",10.09,10.28,,
Nondipara,"23.74890023609504, 90.4516215631702",Rupayan Uttara,"23.876092417672627, 90.37956157905259",25.42,23.89,,
Nondipara,"23.74890023609504, 90.4516215631702",Rupnagar R/A,"23.809535473019103, 90.35632046141234",17.52,18.07,,
Nondipara,"23.74890023609504, 90.4516215631702",Sadarghat,"23.704920230821113, 90.41629392880428",8.16,8.35,,
Nondipara,"23.74890023609504, 90.4516215631702",Sarulia,"23.712142476085166, 90.49040399295345",9.11,8.07,,
Nondipara,"23.74890023609504, 90.4516215631702",Satrasta,"23.75768943973771, 90.39889324889458",8.37,8.48,,
Nondipara,"23.74890023609504, 90.4516215631702",Savar,"23.847235118940443, 90.25740482147071",33.49,31.46,,
Nondipara,"23.74890023609504, 90.4516215631702",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",5.62,5.81,,
Nondipara,"23.74890023609504, 90.4516215631702",Science Lab,"23.739527493939022, 90.38380909504045",10.57,10.76,,
Nondipara,"23.74890023609504, 90.4516215631702",Secretariat,"23.728543737583582, 90.39658276608853",7.9,8.09,,
Nondipara,"23.74890023609504, 90.4516215631702",Shahbagh,"23.73926923300087, 90.39551308288586",9.14,9.33,,
Nondipara,"23.74890023609504, 90.4516215631702",Shahidbagh,"23.742568085752026, 90.42000928276717",5.0,5.14,,
Nondipara,"23.74890023609504, 90.4516215631702",Shahinbagh,"23.770207365917933, 90.39216831252685",9.55,8.81,,
Nondipara,"23.74890023609504, 90.4516215631702",Shahjadpur,"23.791699886032266, 90.42491413547074",10.03,9.37,,
Nondipara,"23.74890023609504, 90.4516215631702",Shahjahanpur,"23.744426914931378, 90.42353959302136",4.04,4.26,,
Nondipara,"23.74890023609504, 90.4516215631702",Shakhari Bazar,"23.710126004019056, 90.40968349492377",9.04,9.23,,
Nondipara,"23.74890023609504, 90.4516215631702",Shanir Akhra,"23.699506380859372, 90.45290987467429",9.38,9.58,,
Nondipara,"23.74890023609504, 90.4516215631702",Shankar,"23.750878640826883, 90.36846011026877",11.64,12.19,,
Nondipara,"23.74890023609504, 90.4516215631702",Shantibagh,"23.74526768465952, 90.41855520857388",6.52,5.12,,
Nondipara,"23.74890023609504, 90.4516215631702",Shapla Chattar,"23.726744038603808, 90.42164096026795",6.41,6.61,,
Nondipara,"23.74890023609504, 90.4516215631702",Shegunbagicha,"23.73366168283537, 90.40729600827689",6.49,6.68,,
Nondipara,"23.74890023609504, 90.4516215631702",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",12.78,13.33,,
Nondipara,"23.74890023609504, 90.4516215631702",Sher-e-Bangla National Stadium,"23.80711187129673, 90.36361545162298",17.18,17.73,,
Nondipara,"23.74890023609504, 90.4516215631702",Shewrapara,"23.79094369753041, 90.37486012421229",13.69,14.24,,
Nondipara,"23.74890023609504, 90.4516215631702",Shiddhirganj,"23.689641810056496, 90.48395242561817",13.02,12.51,,
Nondipara,"23.74890023609504, 90.4516215631702",Shishu Hospital,"23.774720021541565, 90.3696989138121",15.09,15.64,,
Nondipara,"23.74890023609504, 90.4516215631702",Shobujbagh,"23.738909741056833, 90.42960696421137",2.75,2.94,,
Nondipara,"23.74890023609504, 90.4516215631702",Shoinik Club,"23.791356222216844, 90.39944605687872",12.63,11.98,,
Nondipara,"23.74890023609504, 90.4516215631702",Shyamoli,"23.77090557917849, 90.36384806528564",13.2,13.75,,
Nondipara,"23.74890023609504, 90.4516215631702",Shyamoli Square,"23.77483882749372, 90.36544631026956",13.98,14.53,,
Nondipara,"23.74890023609504, 90.4516215631702",Shyampur,"23.684833927532342, 90.44638375214089",9.82,10.01,,
Nondipara,"23.74890023609504, 90.4516215631702",Signboard,"23.69196098222184, 90.48136792492541",12.26,12.49,,
Nondipara,"23.74890023609504, 90.4516215631702",Sony Cinema Hall,"23.800596723356385, 90.35531993725503",17.26,17.81,,
Nondipara,"23.74890023609504, 90.4516215631702",Square Hospital,"23.75311200932124, 90.381378314238",9.78,10.33,,
